area_id,area_name,source,calendar_quarter,sex,age_group,population,asfr
MWI_4_14,,Census 2018,CY2012Q2,female,Y005_009,49900.1456028244,
MWI_4_14,,Census 2018,CY2012Q2,female,Y010_014,47712.068507133,
MWI_4_14,,Census 2018,CY2012Q2,female,Y015_019,42474.014903109,0.091930458472357
MWI_4_14,,Census 2018,CY2012Q2,female,Y020_024,46245.4131885036,0.181358483752763
MWI_4_14,,Census 2018,CY2012Q2,female,Y025_029,43585.6334083987,0.166602999311136
MWI_4_14,,Census 2018,CY2012Q2,female,Y030_034,34124.5588499624,0.137530547144835
MWI_4_14,,Census 2018,CY2012Q2,female,Y035_039,22120.0346888785,0.086685028222457
MWI_4_14,,Census 2018,CY2012Q2,female,Y040_044,14467.608928866,0.041725730480781
MWI_4_14,,Census 2018,CY2012Q2,female,Y045_049,9079.21808545714,0.016011067386303
MWI_4_14,,Census 2018,CY2012Q2,female,Y050_054,6486.11081291576,
MWI_4_14,,Census 2018,CY2012Q2,female,Y055_059,4320.11766466767,
MWI_4_14,,Census 2018,CY2012Q2,female,Y060_064,2710.18777457839,
MWI_4_14,,Census 2018,CY2012Q2,female,Y065_069,2067.02658500276,
MWI_4_14,,Census 2018,CY2012Q2,female,Y070_074,1254.90876881402,
MWI_4_14,,Census 2018,CY2012Q2,female,Y075_079,862.785210695878,
MWI_4_14,,Census 2018,CY2012Q2,female,Y080_999,807.142934052699,
MWI_4_14,,Census 2018,CY2012Q2,male,Y000_004,65161.1167975815,
MWI_4_14,,Census 2018,CY2012Q2,male,Y005_009,48632.6964694984,
MWI_4_14,,Census 2018,CY2012Q2,male,Y010_014,44785.8683500181,
MWI_4_14,,Census 2018,CY2012Q2,male,Y015_019,38762.4629415169,
MWI_4_14,,Census 2018,CY2012Q2,male,Y020_024,44770.0086180963,
MWI_4_14,,Census 2018,CY2012Q2,male,Y025_029,47208.7221220183,
MWI_4_14,,Census 2018,CY2012Q2,male,Y030_034,38812.3443993736,
MWI_4_14,,Census 2018,CY2012Q2,male,Y035_039,27523.7849598604,
MWI_4_14,,Census 2018,CY2012Q2,male,Y040_044,17683.2691492456,
MWI_4_14,,Census 2018,CY2012Q2,male,Y045_049,10949.0178605442,
MWI_4_14,,Census 2018,CY2012Q2,male,Y050_054,7641.87297253509,
MWI_4_14,,Census 2018,CY2012Q2,male,Y055_059,5003.76223857376,
MWI_4_14,,Census 2018,CY2012Q2,male,Y060_064,3142.89053265422,
MWI_4_14,,Census 2018,CY2012Q2,male,Y065_069,2104.85263963877,
MWI_4_14,,Census 2018,CY2012Q2,male,Y070_074,1249.11267100476,
MWI_4_14,,Census 2018,CY2012Q2,male,Y075_079,776.368443676543,
MWI_4_14,,Census 2018,CY2012Q2,male,Y080_999,703.058432877817,
MWI_4_14,,Census 2018,CY2013Q2,female,Y000_004,65339.5826265334,
MWI_4_14,,Census 2018,CY2013Q2,female,Y005_009,50381.0747832682,
MWI_4_14,,Census 2018,CY2013Q2,female,Y010_014,49728.9773724207,
MWI_4_14,,Census 2018,CY2013Q2,female,Y015_019,44091.9956458924,0.085765190076226
MWI_4_14,,Census 2018,CY2013Q2,female,Y020_024,47747.7912626248,0.167820223508144
MWI_4_14,,Census 2018,CY2013Q2,female,Y025_029,45009.9211643033,0.153522269365218
MWI_4_14,,Census 2018,CY2013Q2,female,Y030_034,36318.6237311361,0.126397616374427
MWI_4_14,,Census 2018,CY2013Q2,female,Y035_039,24011.8111654032,0.080074394816835
MWI_4_14,,Census 2018,CY2013Q2,female,Y040_044,15686.9528540928,0.03817508367432
MWI_4_14,,Census 2018,CY2013Q2,female,Y045_049,9655.45476828869,0.014609043796242
MWI_4_14,,Census 2018,CY2013Q2,female,Y050_054,6867.69639886807,
MWI_4_14,,Census 2018,CY2013Q2,female,Y055_059,4644.92519298651,
MWI_4_14,,Census 2018,CY2013Q2,female,Y060_064,2907.99099056454,
MWI_4_14,,Census 2018,CY2013Q2,female,Y065_069,2222.10608736488,
MWI_4_14,,Census 2018,CY2013Q2,female,Y070_074,1323.42050811698,
MWI_4_14,,Census 2018,CY2013Q2,female,Y075_079,912.437911707079,
MWI_4_14,,Census 2018,CY2013Q2,female,Y080_999,831.965882743108,
MWI_4_14,,Census 2018,CY2013Q2,male,Y000_004,67456.8749622389,
MWI_4_14,,Census 2018,CY2013Q2,male,Y005_009,49239.7150704128,
MWI_4_14,,Census 2018,CY2013Q2,male,Y010_014,47499.8467970173,
MWI_4_14,,Census 2018,CY2013Q2,male,Y015_019,40662.6421604273,
MWI_4_14,,Census 2018,CY2013Q2,male,Y020_024,45784.2116147868,
MWI_4_14,,Census 2018,CY2013Q2,male,Y025_029,48027.8293845015,
MWI_4_14,,Census 2018,CY2013Q2,male,Y030_034,40217.8794943844,
MWI_4_14,,Census 2018,CY2013Q2,male,Y035_039,29128.6915969815,
MWI_4_14,,Census 2018,CY2013Q2,male,Y040_044,18881.4106740555,
MWI_4_14,,Census 2018,CY2013Q2,male,Y045_049,11488.4384574792,
MWI_4_14,,Census 2018,CY2013Q2,male,Y050_054,7913.22515955927,
MWI_4_14,,Census 2018,CY2013Q2,male,Y055_059,5201.28786818073,
MWI_4_14,,Census 2018,CY2013Q2,male,Y060_064,3281.57207069217,
MWI_4_14,,Census 2018,CY2013Q2,male,Y065_069,2193.43205740602,
MWI_4_14,,Census 2018,CY2013Q2,male,Y070_074,1276.17553383979,
MWI_4_14,,Census 2018,CY2013Q2,male,Y075_079,790.589957046776,
MWI_4_14,,Census 2018,CY2013Q2,male,Y080_999,707.525634124267,
MWI_4_14,,Census 2018,CY2014Q2,female,Y000_004,65166.3508762895,
MWI_4_14,,Census 2018,CY2014Q2,female,Y005_009,52697.9011364903,
MWI_4_14,,Census 2018,CY2014Q2,female,Y010_014,51776.7234079844,
MWI_4_14,,Census 2018,CY2014Q2,female,Y015_019,45870.6909345688,0.084878581491519
MWI_4_14,,Census 2018,CY2014Q2,female,Y020_024,49558.753258692,0.162535605496484
MWI_4_14,,Census 2018,CY2014Q2,female,Y025_029,46147.4681667904,0.146450786796485
MWI_4_14,,Census 2018,CY2014Q2,female,Y030_034,38263.3987571098,0.119293122233401
MWI_4_14,,Census 2018,CY2014Q2,female,Y035_039,26156.1735806293,0.074461093439581
MWI_4_14,,Census 2018,CY2014Q2,female,Y040_044,16981.0800561932,0.035254040178234
MWI_4_14,,Census 2018,CY2014Q2,female,Y045_049,10316.9068892593,0.013365599279999
MWI_4_14,,Census 2018,CY2014Q2,female,Y050_054,7267.52008388769,
MWI_4_14,,Census 2018,CY2014Q2,female,Y055_059,4968.14991411552,
MWI_4_14,,Census 2018,CY2014Q2,female,Y060_064,3151.5810860144,
MWI_4_14,,Census 2018,CY2014Q2,female,Y065_069,2376.63903621314,
MWI_4_14,,Census 2018,CY2014Q2,female,Y070_074,1404.22239967146,
MWI_4_14,,Census 2018,CY2014Q2,female,Y075_079,961.751880972765,
MWI_4_14,,Census 2018,CY2014Q2,female,Y080_999,877.703918890922,
MWI_4_14,,Census 2018,CY2014Q2,male,Y000_004,67279.6005616379,
MWI_4_14,,Census 2018,CY2014Q2,male,Y005_009,52157.7702108273,
MWI_4_14,,Census 2018,CY2014Q2,male,Y010_014,50234.2591109297,
MWI_4_14,,Census 2018,CY2014Q2,male,Y015_019,42983.5257306759,
MWI_4_14,,Census 2018,CY2014Q2,male,Y020_024,47219.9123300852,
MWI_4_14,,Census 2018,CY2014Q2,male,Y025_029,48470.0933569637,
MWI_4_14,,Census 2018,CY2014Q2,male,Y030_034,41313.505126422,
MWI_4_14,,Census 2018,CY2014Q2,male,Y035_039,30753.1639736987,
MWI_4_14,,Census 2018,CY2014Q2,male,Y040_044,20128.1887716073,
MWI_4_14,,Census 2018,CY2014Q2,male,Y045_049,12140.1121335392,
MWI_4_14,,Census 2018,CY2014Q2,male,Y050_054,8179.95927163424,
MWI_4_14,,Census 2018,CY2014Q2,male,Y055_059,5396.74984528919,
MWI_4_14,,Census 2018,CY2014Q2,male,Y060_064,3434.99495662811,
MWI_4_14,,Census 2018,CY2014Q2,male,Y065_069,2292.53737996412,
MWI_4_14,,Census 2018,CY2014Q2,male,Y070_074,1306.42059164435,
MWI_4_14,,Census 2018,CY2014Q2,male,Y075_079,806.383628181444,
MWI_4_14,,Census 2018,CY2014Q2,male,Y080_999,714.932618158434,
MWI_4_14,,Census 2018,CY2015Q2,female,Y000_004,64935.7321129491,
MWI_4_14,,Census 2018,CY2015Q2,female,Y005_009,54887.8593306803,
MWI_4_14,,Census 2018,CY2015Q2,female,Y010_014,53855.4452635673,
MWI_4_14,,Census 2018,CY2015Q2,female,Y015_019,47817.2652272364,0.08264456827437
MWI_4_14,,Census 2018,CY2015Q2,female,Y020_024,51728.6586670586,0.155097575641987
MWI_4_14,,Census 2018,CY2015Q2,female,Y025_029,46927.9455658386,0.138784254645051
MWI_4_14,,Census 2018,CY2015Q2,female,Y030_034,39981.6979829167,0.112651907012921
MWI_4_14,,Census 2018,CY2015Q2,female,Y035_039,28535.2192309628,0.069862535287483
MWI_4_14,,Census 2018,CY2015Q2,female,Y040_044,18368.2863128956,0.033429458279637
MWI_4_14,,Census 2018,CY2015Q2,female,Y045_049,11068.9797348933,0.012671593328199
MWI_4_14,,Census 2018,CY2015Q2,female,Y050_054,7685.0160854401,
MWI_4_14,,Census 2018,CY2015Q2,female,Y055_059,5296.13325480186,
MWI_4_14,,Census 2018,CY2015Q2,female,Y060_064,3439.37972389236,
MWI_4_14,,Census 2018,CY2015Q2,female,Y065_069,2539.38200013498,
MWI_4_14,,Census 2018,CY2015Q2,female,Y070_074,1489.26401090695,
MWI_4_14,,Census 2018,CY2015Q2,female,Y075_079,1016.0486416,
MWI_4_14,,Census 2018,CY2015Q2,female,Y080_999,944.197361282885,
MWI_4_14,,Census 2018,CY2015Q2,male,Y000_004,67062.4968366991,
MWI_4_14,,Census 2018,CY2015Q2,male,Y005_009,54875.5775098001,
MWI_4_14,,Census 2018,CY2015Q2,male,Y010_014,52979.4566765418,
MWI_4_14,,Census 2018,CY2015Q2,male,Y015_019,45751.3927015348,
MWI_4_14,,Census 2018,CY2015Q2,male,Y020_024,49120.6084533149,
MWI_4_14,,Census 2018,CY2015Q2,male,Y025_029,48544.4730181744,
MWI_4_14,,Census 2018,CY2015Q2,male,Y030_034,42072.76750776,
MWI_4_14,,Census 2018,CY2015Q2,male,Y035_039,32381.3222131934,
MWI_4_14,,Census 2018,CY2015Q2,male,Y040_044,21426.2271866682,
MWI_4_14,,Census 2018,CY2015Q2,male,Y045_049,12893.0995229213,
MWI_4_14,,Census 2018,CY2015Q2,male,Y050_054,8454.61955332988,
MWI_4_14,,Census 2018,CY2015Q2,male,Y055_059,5599.73012031741,
MWI_4_14,,Census 2018,CY2015Q2,male,Y060_064,3597.75583283932,
MWI_4_14,,Census 2018,CY2015Q2,male,Y065_069,2402.74833188004,
MWI_4_14,,Census 2018,CY2015Q2,male,Y070_074,1343.03747731265,
MWI_4_14,,Census 2018,CY2015Q2,male,Y075_079,821.754338780133,
MWI_4_14,,Census 2018,CY2015Q2,male,Y080_999,725.969332799262,
MWI_4_14,,Census 2018,CY2016Q2,female,Y000_004,64620.7911452982,
MWI_4_14,,Census 2018,CY2016Q2,female,Y005_009,56987.7671235184,
MWI_4_14,,Census 2018,CY2016Q2,female,Y010_014,55947.6847469836,
MWI_4_14,,Census 2018,CY2016Q2,female,Y015_019,49887.2787166097,0.083188051743807
MWI_4_14,,Census 2018,CY2016Q2,female,Y020_024,54252.2680207681,0.156275550331653
MWI_4_14,,Census 2018,CY2016Q2,female,Y025_029,47498.6886223881,0.140385703009037
MWI_4_14,,Census 2018,CY2016Q2,female,Y030_034,41480.2222857469,0.11372443517642
MWI_4_14,,Census 2018,CY2016Q2,female,Y035_039,31014.6840303187,0.070587355554435
MWI_4_14,,Census 2018,CY2016Q2,female,Y040_044,19877.2225669056,0.034106411670332
MWI_4_14,,Census 2018,CY2016Q2,female,Y045_049,11894.2154830944,0.012949782533128
MWI_4_14,,Census 2018,CY2016Q2,female,Y050_054,8152.59260546211,
MWI_4_14,,Census 2018,CY2016Q2,female,Y055_059,5629.33844145935,
MWI_4_14,,Census 2018,CY2016Q2,female,Y060_064,3757.48727686228,
MWI_4_14,,Census 2018,CY2016Q2,female,Y065_069,2718.03126567987,
MWI_4_14,,Census 2018,CY2016Q2,female,Y070_074,1582.46112399208,
MWI_4_14,,Census 2018,CY2016Q2,female,Y075_079,1077.02141319017,
MWI_4_14,,Census 2018,CY2016Q2,female,Y080_999,1027.31053165102,
MWI_4_14,,Census 2018,CY2016Q2,male,Y000_004,66762.600562053,
MWI_4_14,,Census 2018,CY2016Q2,male,Y005_009,57466.1749268981,
MWI_4_14,,Census 2018,CY2016Q2,male,Y010_014,55718.9903873154,
MWI_4_14,,Census 2018,CY2016Q2,male,Y015_019,48857.6787999826,
MWI_4_14,,Census 2018,CY2016Q2,male,Y020_024,51518.3130097149,
MWI_4_14,,Census 2018,CY2016Q2,male,Y025_029,48437.3139427865,
MWI_4_14,,Census 2018,CY2016Q2,male,Y030_034,42511.1720237219,
MWI_4_14,,Census 2018,CY2016Q2,male,Y035_039,33934.477581812,
MWI_4_14,,Census 2018,CY2016Q2,male,Y040_044,22760.1334962936,
MWI_4_14,,Census 2018,CY2016Q2,male,Y045_049,13721.5079863881,
MWI_4_14,,Census 2018,CY2016Q2,male,Y050_054,8773.01029702129,
MWI_4_14,,Census 2018,CY2016Q2,male,Y055_059,5798.86739426037,
MWI_4_14,,Census 2018,CY2016Q2,male,Y060_064,3763.43012050776,
MWI_4_14,,Census 2018,CY2016Q2,male,Y065_069,2527.4699228821,
MWI_4_14,,Census 2018,CY2016Q2,male,Y070_074,1380.6101554229,
MWI_4_14,,Census 2018,CY2016Q2,male,Y075_079,842.433114607873,
MWI_4_14,,Census 2018,CY2016Q2,male,Y080_999,739.672223483215,
MWI_4_14,,Census 2018,CY2017Q2,female,Y000_004,64237.1261851424,
MWI_4_14,,Census 2018,CY2017Q2,female,Y005_009,58988.9990024481,
MWI_4_14,,Census 2018,CY2017Q2,female,Y010_014,58052.9659846044,
MWI_4_14,,Census 2018,CY2017Q2,female,Y015_019,52034.3493721946,0.08447138213892
MWI_4_14,,Census 2018,CY2017Q2,female,Y020_024,57074.0878542427,0.16025721462783
MWI_4_14,,Census 2018,CY2017Q2,female,Y025_029,48045.4932110602,0.144608519990979
MWI_4_14,,Census 2018,CY2017Q2,female,Y030_034,42781.6711839347,0.117361939988469
MWI_4_14,,Census 2018,CY2017Q2,female,Y035_039,33421.0098717214,0.073134730854934
MWI_4_14,,Census 2018,CY2017Q2,female,Y040_044,21562.4234201378,0.03559863097509
MWI_4_14,,Census 2018,CY2017Q2,female,Y045_049,12790.0461779472,0.013686016568482
MWI_4_14,,Census 2018,CY2017Q2,female,Y050_054,8680.53345588994,
MWI_4_14,,Census 2018,CY2017Q2,female,Y055_059,5969.85951313582,
MWI_4_14,,Census 2018,CY2017Q2,female,Y060_064,4083.17749429846,
MWI_4_14,,Census 2018,CY2017Q2,female,Y065_069,2944.98299579598,
MWI_4_14,,Census 2018,CY2017Q2,female,Y070_074,1670.75995859216,
MWI_4_14,,Census 2018,CY2017Q2,female,Y075_079,1146.65805599268,
MWI_4_14,,Census 2018,CY2017Q2,female,Y080_999,1126.06280934593,
MWI_4_14,,Census 2018,CY2017Q2,male,Y000_004,66391.7105738115,
MWI_4_14,,Census 2018,CY2017Q2,male,Y005_009,59956.7044893682,
MWI_4_14,,Census 2018,CY2017Q2,male,Y010_014,58431.0587612878,
MWI_4_14,,Census 2018,CY2017Q2,male,Y015_019,52177.5287983055,
MWI_4_14,,Census 2018,CY2017Q2,male,Y020_024,54412.1652380909,
MWI_4_14,,Census 2018,CY2017Q2,male,Y025_029,48382.5235194648,
MWI_4_14,,Census 2018,CY2017Q2,male,Y030_034,42643.7180642474,
MWI_4_14,,Census 2018,CY2017Q2,male,Y035_039,35320.3638059496,
MWI_4_14,,Census 2018,CY2017Q2,male,Y040_044,24118.6449412185,
MWI_4_14,,Census 2018,CY2017Q2,male,Y045_049,14604.2674797959,
MWI_4_14,,Census 2018,CY2017Q2,male,Y050_054,9157.90979367545,
MWI_4_14,,Census 2018,CY2017Q2,male,Y055_059,5991.7292378142,
MWI_4_14,,Census 2018,CY2017Q2,male,Y060_064,3927.79931168182,
MWI_4_14,,Census 2018,CY2017Q2,male,Y065_069,2670.53712740049,
MWI_4_14,,Census 2018,CY2017Q2,male,Y070_074,1421.92922041985,
MWI_4_14,,Census 2018,CY2017Q2,male,Y075_079,864.119006198284,
MWI_4_14,,Census 2018,CY2017Q2,male,Y080_999,754.085007722048,
MWI_4_14,,Census 2018,CY2018Q2,female,Y000_004,63794.695709113,
MWI_4_14,,Census 2018,CY2018Q2,female,Y005_009,60974.1598141603,
MWI_4_14,,Census 2018,CY2018Q2,female,Y010_014,60051.0589306684,
MWI_4_14,,Census 2018,CY2018Q2,female,Y015_019,54225.2336478543,0.087107230005938
MWI_4_14,,Census 2018,CY2018Q2,female,Y020_024,60162.7529316628,0.165020219521739
MWI_4_14,,Census 2018,CY2018Q2,female,Y025_029,48698.9311215364,0.14918218720367
MWI_4_14,,Census 2018,CY2018Q2,female,Y030_034,43913.2410956913,0.121425916292479
MWI_4_14,,Census 2018,CY2018Q2,female,Y035_039,35644.6700621731,0.076059669427503
MWI_4_14,,Census 2018,CY2018Q2,female,Y040_044,23440.4105770645,0.036998460396162
MWI_4_14,,Census 2018,CY2018Q2,female,Y045_049,13742.3093473161,0.014220714657162
MWI_4_14,,Census 2018,CY2018Q2,female,Y050_054,9288.94995803359,
MWI_4_14,,Census 2018,CY2018Q2,female,Y055_059,6321.63332401776,
MWI_4_14,,Census 2018,CY2018Q2,female,Y060_064,4411.17568552278,
MWI_4_14,,Census 2018,CY2018Q2,female,Y065_069,3222.05922906562,
MWI_4_14,,Census 2018,CY2018Q2,female,Y070_074,1763.66458243667,
MWI_4_14,,Census 2018,CY2018Q2,female,Y075_079,1217.08393330955,
MWI_4_14,,Census 2018,CY2018Q2,female,Y080_999,1244.9700504262,
MWI_4_14,,Census 2018,CY2018Q2,male,Y000_004,65961.304290887,
MWI_4_14,,Census 2018,CY2018Q2,male,Y005_009,62444.8401858398,
MWI_4_14,,Census 2018,CY2018Q2,male,Y010_014,60988.9410693316,
MWI_4_14,,Census 2018,CY2018Q2,male,Y015_019,55611.7663521457,
MWI_4_14,,Census 2018,CY2018Q2,male,Y020_024,57807.2470683372,
MWI_4_14,,Census 2018,CY2018Q2,male,Y025_029,48541.0688784636,
MWI_4_14,,Census 2018,CY2018Q2,male,Y030_034,42509.7589043088,
MWI_4_14,,Census 2018,CY2018Q2,male,Y035_039,36494.3299378269,
MWI_4_14,,Census 2018,CY2018Q2,male,Y040_044,25476.5894229355,
MWI_4_14,,Census 2018,CY2018Q2,male,Y045_049,15519.6906526839,
MWI_4_14,,Census 2018,CY2018Q2,male,Y050_054,9625.05004196641,
MWI_4_14,,Census 2018,CY2018Q2,male,Y055_059,6177.36667598224,
MWI_4_14,,Census 2018,CY2018Q2,male,Y060_064,4087.82431447722,
MWI_4_14,,Census 2018,CY2018Q2,male,Y065_069,2830.94077093438,
MWI_4_14,,Census 2018,CY2018Q2,male,Y070_074,1463.33541756333,
MWI_4_14,,Census 2018,CY2018Q2,male,Y075_079,891.916066690449,
MWI_4_14,,Census 2018,CY2018Q2,male,Y080_999,769.029949573799,
MWI_4_14,,Census 2018,CY2019Q2,female,Y000_004,63304.0605167322,
MWI_4_14,,Census 2018,CY2019Q2,female,Y005_009,61302.9810008224,
MWI_4_14,,Census 2018,CY2019Q2,female,Y010_014,64106.8278514998,
MWI_4_14,,Census 2018,CY2019Q2,female,Y015_019,56449.9000550202,0.08833986226755
MWI_4_14,,Census 2018,CY2019Q2,female,Y020_024,63513.4464108921,0.168185474694731
MWI_4_14,,Census 2018,CY2019Q2,female,Y025_029,49554.6517863337,0.152858594197535
MWI_4_14,,Census 2018,CY2019Q2,female,Y030_034,44782.2422223393,0.12405006576826
MWI_4_14,,Census 2018,CY2019Q2,female,Y035_039,37646.7936146075,0.077793795400498
MWI_4_14,,Census 2018,CY2019Q2,female,Y040_044,25565.0886024331,0.038135943754266
MWI_4_14,,Census 2018,CY2019Q2,female,Y045_049,14741.6452784081,0.014661871230792
MWI_4_14,,Census 2018,CY2019Q2,female,Y050_054,9985.70531810483,
MWI_4_14,,Census 2018,CY2019Q2,female,Y055_059,6688.32702224297,
MWI_4_14,,Census 2018,CY2019Q2,female,Y060_064,4742.21658163523,
MWI_4_14,,Census 2018,CY2019Q2,female,Y065_069,3559.80281829787,
MWI_4_14,,Census 2018,CY2019Q2,female,Y070_074,1849.70774323822,
MWI_4_14,,Census 2018,CY2019Q2,female,Y075_079,1305.32112113429,
MWI_4_14,,Census 2018,CY2019Q2,female,Y080_999,1380.01689227017,
MWI_4_14,,Census 2018,CY2019Q2,male,Y000_004,65479.2142492327,
MWI_4_14,,Census 2018,CY2019Q2,male,Y005_009,62821.8799603099,
MWI_4_14,,Census 2018,CY2019Q2,male,Y010_014,66352.540959926,
MWI_4_14,,Census 2018,CY2019Q2,male,Y015_019,59117.4007405846,
MWI_4_14,,Census 2018,CY2019Q2,male,Y020_024,61786.9062557723,
MWI_4_14,,Census 2018,CY2019Q2,male,Y025_029,49004.5388524684,
MWI_4_14,,Census 2018,CY2019Q2,male,Y030_034,42084.6555229151,
MWI_4_14,,Census 2018,CY2019Q2,male,Y035_039,37408.7313808568,
MWI_4_14,,Census 2018,CY2019Q2,male,Y040_044,26851.5604513418,
MWI_4_14,,Census 2018,CY2019Q2,male,Y045_049,16466.6020063995,
MWI_4_14,,Census 2018,CY2019Q2,male,Y050_054,10182.8122859024,
MWI_4_14,,Census 2018,CY2019Q2,male,Y055_059,6358.87115255286,
MWI_4_14,,Census 2018,CY2019Q2,male,Y060_064,4245.1232552001,
MWI_4_14,,Census 2018,CY2019Q2,male,Y065_069,3007.7786556918,
MWI_4_14,,Census 2018,CY2019Q2,male,Y070_074,1512.47964313068,
MWI_4_14,,Census 2018,CY2019Q2,male,Y075_079,920.685440844387,
MWI_4_14,,Census 2018,CY2019Q2,male,Y080_999,785.616214494089,
MWI_4_14,,Census 2018,CY2020Q2,female,Y000_004,62772.4948795698,
MWI_4_14,,Census 2018,CY2020Q2,female,Y005_009,61580.6124666686,
MWI_4_14,,Census 2018,CY2020Q2,female,Y010_014,68179.3132775211,
MWI_4_14,,Census 2018,CY2020Q2,female,Y015_019,58705.9883170336,0.088702098380746
MWI_4_14,,Census 2018,CY2020Q2,female,Y020_024,67156.3767436449,0.169217325202615
MWI_4_14,,Census 2018,CY2020Q2,female,Y025_029,50637.1028628816,0.154955007181764
MWI_4_14,,Census 2018,CY2020Q2,female,Y030_034,45327.6969686123,0.126289085610112
MWI_4_14,,Census 2018,CY2020Q2,female,Y035_039,39452.6420853727,0.079599419931997
MWI_4_14,,Census 2018,CY2020Q2,female,Y040_044,27921.9136497404,0.039134861640509
MWI_4_14,,Census 2018,CY2020Q2,female,Y045_049,15800.6621231276,0.015164450171847
MWI_4_14,,Census 2018,CY2020Q2,female,Y050_054,10775.3806695896,
MWI_4_14,,Census 2018,CY2020Q2,female,Y055_059,7073.30889443292,
MWI_4_14,,Census 2018,CY2020Q2,female,Y060_064,5079.45780511328,
MWI_4_14,,Census 2018,CY2020Q2,female,Y065_069,3960.70507201464,
MWI_4_14,,Census 2018,CY2020Q2,female,Y070_074,1938.20803065406,
MWI_4_14,,Census 2018,CY2020Q2,female,Y075_079,1397.57534220983,
MWI_4_14,,Census 2018,CY2020Q2,female,Y080_999,1541.62863786158,
MWI_4_14,,Census 2018,CY2020Q2,male,Y000_004,64958.2357611452,
MWI_4_14,,Census 2018,CY2020Q2,male,Y005_009,63159.3106294671,
MWI_4_14,,Census 2018,CY2020Q2,male,Y010_014,71745.9126570555,
MWI_4_14,,Census 2018,CY2020Q2,male,Y015_019,62688.6614352581,
MWI_4_14,,Census 2018,CY2020Q2,male,Y020_024,66406.8557915129,
MWI_4_14,,Census 2018,CY2020Q2,male,Y025_029,49783.8322499499,
MWI_4_14,,Census 2018,CY2020Q2,male,Y030_034,41392.0727979901,
MWI_4_14,,Census 2018,CY2020Q2,male,Y035_039,38044.1204469016,
MWI_4_14,,Census 2018,CY2020Q2,male,Y040_044,28228.5981027171,
MWI_4_14,,Census 2018,CY2020Q2,male,Y045_049,17443.4206689251,
MWI_4_14,,Census 2018,CY2020Q2,male,Y050_054,10825.0120418416,
MWI_4_14,,Census 2018,CY2020Q2,male,Y055_059,6542.25363173477,
MWI_4_14,,Census 2018,CY2020Q2,male,Y060_064,4413.14077687261,
MWI_4_14,,Census 2018,CY2020Q2,male,Y065_069,3195.74557962497,
MWI_4_14,,Census 2018,CY2020Q2,male,Y070_074,1567.17042985896,
MWI_4_14,,Census 2018,CY2020Q2,male,Y075_079,952.278185367323,
MWI_4_14,,Census 2018,CY2020Q2,male,Y080_999,806.824097784368,
MWI_4_14,,Census 2018,CY2021Q2,female,Y000_004,62136.9603258951,
MWI_4_14,,Census 2018,CY2021Q2,female,Y005_009,61780.5240625462,
MWI_4_14,,Census 2018,CY2021Q2,female,Y010_014,72308.9719860205,
MWI_4_14,,Census 2018,CY2021Q2,female,Y015_019,60980.7028300978,
MWI_4_14,,Census 2018,CY2021Q2,female,Y020_024,71037.1614448247,
MWI_4_14,,Census 2018,CY2021Q2,female,Y025_029,51932.6122861686,
MWI_4_14,,Census 2018,CY2021Q2,female,Y030_034,45679.2081018141,
MWI_4_14,,Census 2018,CY2021Q2,female,Y035_039,41061.9807366257,
MWI_4_14,,Census 2018,CY2021Q2,female,Y040_044,30389.036213987,
MWI_4_14,,Census 2018,CY2021Q2,female,Y045_049,16943.3802761771,
MWI_4_14,,Census 2018,CY2021Q2,female,Y050_054,11644.2761008644,
MWI_4_14,,Census 2018,CY2021Q2,female,Y055_059,7502.44488778416,
MWI_4_14,,Census 2018,CY2021Q2,female,Y060_064,5426.38316192511,
MWI_4_14,,Census 2018,CY2021Q2,female,Y065_069,4410.99831442599,
MWI_4_14,,Census 2018,CY2021Q2,female,Y070_074,2035.29005135349,
MWI_4_14,,Census 2018,CY2021Q2,female,Y075_079,1499.66369590633,
MWI_4_14,,Census 2018,CY2021Q2,female,Y080_999,1728.90328073016,
MWI_4_14,,Census 2018,CY2021Q2,male,Y000_004,64326.9424345462,
MWI_4_14,,Census 2018,CY2021Q2,male,Y005_009,63418.3594077396,
MWI_4_14,,Census 2018,CY2021Q2,male,Y010_014,77263.7731726917,
MWI_4_14,,Census 2018,CY2021Q2,male,Y015_019,66302.4194759513,
MWI_4_14,,Census 2018,CY2021Q2,male,Y020_024,71551.5501962261,
MWI_4_14,,Census 2018,CY2021Q2,male,Y025_029,50881.9304105997,
MWI_4_14,,Census 2018,CY2021Q2,male,Y030_034,40575.9267596133,
MWI_4_14,,Census 2018,CY2021Q2,male,Y035_039,38411.7627852775,
MWI_4_14,,Census 2018,CY2021Q2,male,Y040_044,29543.1978683671,
MWI_4_14,,Census 2018,CY2021Q2,male,Y045_049,18444.2686458701,
MWI_4_14,,Census 2018,CY2021Q2,male,Y050_054,11528.5220841501,
MWI_4_14,,Census 2018,CY2021Q2,male,Y055_059,6757.712664093,
MWI_4_14,,Census 2018,CY2021Q2,male,Y060_064,4573.70222449142,
MWI_4_14,,Census 2018,CY2021Q2,male,Y065_069,3393.93135380321,
MWI_4_14,,Census 2018,CY2021Q2,male,Y070_074,1627.9189665911,
MWI_4_14,,Census 2018,CY2021Q2,male,Y075_079,987.780130426658,
MWI_4_14,,Census 2018,CY2021Q2,male,Y080_999,831.833137830542,
