indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,both,Y035_039,19,26,21.4793508205062,0.328658807659617,0.113188459489237,0.151908509129125,0.572288766236812
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,both,Y035_049,28,79,63.8407055499,0.259838391032804,0.061487209859529,0.157967820527092,0.39647116859228
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,both,Y040_044,19,29,24.9083085352895,0.222734465362896,0.088476928626584,0.095223263747063,0.438281487010745
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,both,Y045_049,17,24,18.1046298828708,0.218840558569749,0.087663100178094,0.093002913605851,0.433554515314432
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,male,Y015_019,15,23,20.3360673160076,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,male,Y015_024,23,44,39.21013973775,0.023720611580294,0.024046626148786,0.003164528377422,0.156800776919447
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,male,Y015_049,31,112,95.5928113285382,0.198049778881018,0.044783443713214,0.124425835040871,0.300296524771088
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,male,Y020_024,15,21,18.8772993470878,0.049742632809733,0.049419390996855,0.00669931200308,0.288904122232353
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,male,Y025_029,15,24,21.1696389740069,0.409877423899948,0.122664778978028,0.204494185481529,0.652374803229338
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,male,Y025_034,21,43,37.6769206348572,0.31033718777075,0.087969787748029,0.167405500218808,0.501760225641717
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,male,Y030_034,13,19,16.5110562176861,0.180107645911908,0.099818405256894,0.055175636185941,0.452454307944686
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,male,Y035_039,7,8,6.31971164911422,0.567989747888081,0.175916438845519,0.243886758222116,0.842744935449413
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,male,Y035_049,19,25,20.1568520684703,0.270894318419541,0.08398777697188,0.139010974626084,0.460917151907138
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,male,Y040_044,9,11,9.8637311789186,0.135456245321006,0.092122721712033,0.032440914390003,0.422687542515975
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,male,Y045_049,6,6,4.47667085263807,0.123992518128706,0.123028516232728,0.015140269526768,0.565824311964711
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,male,Y050_054,10,11,9.92876886991407,0.269226877055647,0.139358385642032,0.084181834069873,0.596220459410734
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,female,Y015_019,22,35,30.7937330539725,0.041689597350214,0.027416578212508,0.011207114788127,0.143084476579715
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,female,Y015_024,27,77,68.6646113155653,0.215722659378084,0.051412809958456,0.131659123973837,0.332883956896051
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,female,Y015_049,33,187,167.246098235628,0.225122536375046,0.042830517487363,0.152221021952246,0.319768978649895
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,female,Y020_024,21,42,38.1255732984706,0.374504520961444,0.092900244480376,0.215813654914744,0.565705536040758
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,female,Y025_029,18,30,26.6641645528534,0.252629045738055,0.110971222913191,0.096511289851205,0.516824818553364
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,female,Y025_034,27,56,49.6488406940469,0.213496280131627,0.076182091116533,0.100362849312338,0.39777210843733
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,female,Y030_034,18,26,22.9981259202905,0.169597038481345,0.099086402237643,0.048917928863383,0.447811954932024
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,female,Y035_039,15,18,16.075671802378,0.184979496549313,0.091608892246717,0.064530023051524,0.427509874927375
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,female,Y035_049,26,54,49.0780085271088,0.251726997930928,0.064651798435433,0.14652131161191,0.39730769194554
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,female,Y040_044,14,18,17.5396587555101,0.314253551470528,0.116137252627031,0.137456264000549,0.568556582478594
prevalence,MWI2004DHS,CY2004Q4,MWI_4_18,,all,female,Y045_049,12,18,16.846524243359,0.277384442566221,0.08386929223342,0.14460429033038,0.465708255857837
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,both,Y015_019,26,65,57.7930023301025,0.014852287029601,0.015053730726395,0.002002939304794,0.101730691121999
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,both,Y015_024,31,138,122.067254501579,0.068094368442941,0.021465016017133,0.036287819406276,0.124187062147568
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,both,Y015_049,33,310,278.814855181725,0.11148949737651,0.023470173851331,0.073101847439127,0.166416235917696
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,both,Y020_024,28,73,64.4705202614429,0.119806490879239,0.033394665516008,0.068182923367833,0.20204118114697
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,both,Y025_029,25,54,50.5250494843681,0.1604915239023,0.052132816088611,0.082190729012342,0.289831243641936
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,both,Y025_034,31,91,84.1060751054301,0.142322848080994,0.033963319670428,0.08774696281464,0.222561818414502
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,both,Y030_034,23,37,33.6817800854026,0.116915773323304,0.052661870594221,0.046456638902414,0.264585843842742
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,both,Y035_039,20,31,27.7407474066486,0.210385217338845,0.086531757638123,0.087581553136771,0.425146436758487
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,both,Y035_049,28,81,73.2169031251045,0.154022098180826,0.049012500060003,0.080125437080766,0.275648482226538
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,both,Y040_044,17,27,24.5625669532458,0.146806640949015,0.07275165994062,0.052238774987528,0.349448984427902
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,both,Y045_049,13,23,21.0229857687276,0.088090279959542,0.05491540492774,0.024673364430101,0.269470741120999
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,male,Y015_019,20,32,28.6880417464375,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,male,Y015_024,28,60,53.3303798185729,0.025667883229847,0.017503439354861,0.006638161541025,0.09408358491212
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,male,Y015_049,33,131,117.814487712647,0.08095487427936,0.027636622390247,0.040797557354969,0.154281627938033
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,male,Y020_024,20,28,24.6537417300956,0.056426088121818,0.03719613502519,0.014978965559165,0.190391223803571
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,male,Y025_029,14,20,18.9387444058492,0.202691395389635,0.077539018003921,0.090302726430329,0.394324499132712
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,male,Y025_034,22,35,32.3122842652823,0.159351431371629,0.051394097282815,0.082034869922882,0.286773088788182
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,male,Y030_034,12,15,13.5988271572808,0.108294733190939,0.066420573969505,0.030579193806983,0.31860733353826
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,male,Y035_039,10,12,10.6250489972698,0.160977734684508,0.109142727511562,0.037877552871336,0.48321648219696
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,male,Y035_049,19,36,33.0664064059464,0.11089700809547,0.064819869895187,0.033242743518955,0.311500983112649
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,male,Y040_044,11,14,13.1601028787327,0.066151385699335,0.065529645875125,0.008780130640326,0.361631049104914
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,male,Y045_049,7,10,9.36108279909006,0.110078472537685,0.093901718731338,0.018547776164635,0.447396346425921
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,male,Y050_054,8,8,7.10949073638341,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,female,Y015_019,19,33,30.0261601801283,0.033131317040968,0.033132222881148,0.004492852698941,0.20645906289399
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,female,Y015_024,27,78,71.2132455151743,0.110298202436654,0.033933701953998,0.059220340412022,0.196241382617791
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,female,Y015_049,33,179,163.112750485056,0.137745374598015,0.024490353705174,0.096364988243799,0.193097919796946
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,female,Y020_024,23,45,41.2995348632201,0.171075021670579,0.043488033212848,0.101644450502913,0.273493423082358
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,female,Y025_029,24,34,31.5876232679883,0.134922045182526,0.053278381772966,0.059929359074445,0.27618669828976
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,female,Y025_034,28,56,51.9891455129041,0.130648687182555,0.036780129250235,0.073786814371531,0.220879853136947
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,female,Y030_034,15,22,20.4058254655163,0.123908992809011,0.068160278841392,0.039674930344673,0.326228520112971
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,female,Y035_039,13,19,17.3571571215654,0.246901568443996,0.098824540118211,0.103688822555196,0.481628510835776
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,female,Y035_049,23,45,40.1663906294961,0.190589554694766,0.060076243258783,0.098903981519055,0.335613117224331
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,female,Y040_044,10,13,11.5684254465022,0.224662194660734,0.123452507941711,0.067371791149804,0.537523923703391
prevalence,MWI2004DHS,CY2004Q4,MWI_4_19,,all,female,Y045_049,8,13,11.6900041293414,0.069143383357389,0.064869498405983,0.010197895681413,0.348753661421419
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,both,Y015_019,7,34,31.2181475275651,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,both,Y015_024,7,65,60.558959050104,0.073442566782537,0.033136014303891,0.029616280137848,0.17071373672188
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,both,Y015_049,7,134,122.558143267128,0.097659545047358,0.032781697767747,0.049612981589306,0.183263393926173
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,both,Y020_024,7,31,29.4826556616202,0.159133291963919,0.061412337287285,0.071476915789127,0.317526747055577
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,both,Y025_029,7,19,17.1249744606436,0.145577123233646,0.090477813369031,0.039338923136786,0.414830086119671
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,both,Y025_034,7,31,27.9290164312773,0.114381902894644,0.052812140405408,0.044422424263357,0.264071255403293
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,both,Y030_034,7,12,10.8519350629782,0.060740882637097,0.054900882904195,0.009712728424799,0.298931539569336
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,both,Y035_039,7,13,12.0401975457159,0.295301876483537,0.125554822712632,0.113820046369769,0.577558467909455
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,both,Y035_049,7,38,34.3275241493801,0.123024370733112,0.054525958175304,0.049517748267009,0.274172456833275
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,both,Y040_044,5,16,14.4061325405513,0.053873038965863,0.041337010377723,0.01148380106714,0.218193386308752
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,both,Y045_049,6,9,7.9121434209982,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,male,Y015_019,7,16,14.441758033338,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,male,Y015_024,7,28,25.3912528929134,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,male,Y015_049,7,61,55.4955880568916,0.073693029770594,0.030317862367693,0.03223955262767,0.15965404800302
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,male,Y020_024,6,12,10.9781885384425,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,male,Y025_029,6,7,6.46306855869597,0.252086925604738,0.140120231500975,0.072821363337783,0.591244221489759
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,male,Y025_034,7,14,12.624127653316,0.177598658325392,0.074827806287124,0.073316468211209,0.370848693189414
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,male,Y030_034,5,7,6.16521606032475,0.096623303033399,0.08830230076207,0.014513216130899,0.437192673891629
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,male,Y035_039,6,7,6.47561148901407,0.257058134710764,0.140623870014889,0.075543521932089,0.594323072267188
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,male,Y035_049,7,19,17.5045783438802,0.101354045132143,0.06013274654988,0.029995455027862,0.291464114371345
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,male,Y040_044,3,5,4.92934375445104,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,male,Y045_049,6,7,6.31847729118892,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,male,Y050_054,2,3,2.93271501997928,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,female,Y015_019,7,18,17.0480269405149,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,female,Y015_024,7,37,35.7944248730378,0.137304321102589,0.046625332665176,0.068539185308695,0.256092892078883
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,female,Y015_049,7,73,67.6656479019432,0.120274795683068,0.037702327028364,0.06367235454145,0.215608158509333
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,female,Y020_024,6,19,18.8220415358336,0.273639268353466,0.076070095397242,0.151054155262546,0.443710837245856
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,female,Y025_029,6,12,10.6931783301955,0.075329159153426,0.071442990855993,0.010794614585492,0.378178578438911
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,female,Y025_034,7,17,15.4228902261654,0.055453930341103,0.050660858041312,0.00874202968532,0.281007145968496
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,female,Y030_034,5,5,4.91651192216963,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,female,Y035_039,5,6,5.91838714895106,0.354644388800397,0.162985578427565,0.119789216450482,0.689344350803094
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,female,Y035_049,6,19,16.8398177022635,0.146572214235381,0.073150333811128,0.051764190211661,0.350787202307284
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,female,Y040_044,5,11,9.72362060836611,0.074262585175416,0.062735287223681,0.013235385684527,0.324223527774162
prevalence,MWI2004DHS,CY2004Q4,MWI_4_2,,all,female,Y045_049,1,2,2,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,both,Y015_019,13,39,33.8713447849965,0.021600387342581,0.020229794999043,0.003370453247654,0.125968781906112
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,both,Y015_024,13,69,59.8950802472602,0.034945955115334,0.017950821283197,0.012596988527041,0.093202699440791
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,both,Y015_049,13,153,132.130779039615,0.1427538057877,0.021409444408773,0.105694185172699,0.190046297730116
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,both,Y020_024,11,30,26.1520739002332,0.050697859858826,0.035027563981691,0.01266311723365,0.18192356202265
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,both,Y025_029,9,21,18.2553758557396,0.248305980985937,0.069699754344731,0.137102579526379,0.40714783330427
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,both,Y025_034,12,43,36.9437169060456,0.313711717027037,0.056541172132911,0.214577858911583,0.433374107091746
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,both,Y030_034,11,22,18.7288338675856,0.381828300032108,0.079787107011216,0.241527681929751,0.545060355621053
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,both,Y035_039,9,13,11.4435815068262,0.100835234149726,0.075076688954958,0.021648872355942,0.362381724623083
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,both,Y035_049,11,41,35.573632666134,0.128316747259434,0.042404921183397,0.065437585174157,0.236337148492159
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,both,Y040_044,10,18,15.741629842922,0.044084864266978,0.040967398776928,0.006814158486996,0.236639946582005
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,both,Y045_049,6,10,8.49197435342442,0.340372356330459,0.079870043103469,0.204424045014069,0.508898861353244
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,male,Y015_019,9,18,15.263333371347,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,male,Y015_024,12,30,25.7370442210045,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,male,Y015_049,13,63,54.051232585257,0.087449999507083,0.030220955980761,0.043629664858691,0.167570628499062
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,male,Y020_024,10,12,10.521297469381,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,male,Y025_029,5,7,5.84827374090893,0.216847611921584,0.198974326049028,0.027106136369457,0.733460242575494
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,male,Y025_034,8,15,12.6461848739497,0.261535282714124,0.103550358059874,0.110185124053212,0.503210777757006
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,male,Y030_034,6,8,6.8745459347783,0.305949223405243,0.181811477920988,0.076049905300174,0.702455099442136
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,male,Y035_039,4,5,4.43026207267223,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,male,Y035_049,10,18,15.8138286189552,0.080391736547378,0.065558135076018,0.015141197457913,0.332035346801038
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,male,Y040_044,6,9,8.03894025180962,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,male,Y045_049,3,4,3.36462449593987,0.357859217678847,0.12552587485968,0.1603943807595,0.619154441789915
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,male,Y050_054,1,1,1,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,female,Y015_019,11,21,18.8240375614761,0.042145713250856,0.03914189978962,0.006535638232837,0.227374293663446
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,female,Y015_024,12,39,34.4529877805421,0.064993231026053,0.033147716493366,0.02330806470762,0.168377598651767
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,female,Y015_049,13,90,78.7350426826104,0.186499984518757,0.034135317096686,0.128544291710035,0.262708542311922
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,female,Y020_024,11,18,15.7423233264045,0.08935219212601,0.062168966863446,0.021476870304581,0.304899753976352
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,female,Y025_029,8,14,12.4875391190576,0.265236993670642,0.119358977533707,0.098029558662336,0.545241961354364
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,female,Y025_034,11,28,24.34053313203,0.342818998755829,0.063462005021625,0.230968683309259,0.475353945602598
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,female,Y030_034,8,14,11.8543020074962,0.425752999032468,0.08973180554324,0.265310600321557,0.603518209136768
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,female,Y035_039,8,8,7.05236885474258,0.172149811965288,0.118381690341378,0.039220634596303,0.514397912598312
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,female,Y035_049,11,23,20.2930478345948,0.17599632910237,0.073135795839336,0.073635502612868,0.364639538505647
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,female,Y040_044,8,9,7.87780578022102,0.099693324608755,0.097172103960199,0.013091980571791,0.48033602213845
prevalence,MWI2004DHS,CY2004Q4,MWI_4_20,,all,female,Y045_049,4,6,5.97479294357288,0.322031572720573,0.115102293153558,0.144581718874794,0.571712963671172
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,both,Y015_019,2,3,2.94235905548497,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,both,Y015_024,3,8,7.71343969781335,0.147388730009491,0.106177040639678,0.031945973329063,0.475215665589437
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,both,Y015_049,4,27,24.7448550488203,0.162560514272823,0.109415667929933,0.03862059053895,0.48400201651283
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,both,Y020_024,3,5,4.78658572323636,0.246660530177352,0.158667574344584,0.05786255744903,0.6357754380218
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,both,Y025_029,3,10,9.48165133821657,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,both,Y025_034,4,15,13.5465969983074,0.219051238607395,0.198227308723807,0.028131219621435,0.731045419662071
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,both,Y030_034,3,5,4.27859709836848,0.593523063075914,0.296915849180757,0.115717837975803,0.942172239963123
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,both,Y035_039,2,2,1.7020216823693,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,both,Y035_049,4,4,3.57985191900255,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,both,Y040_044,2,2,1.96076573178411,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,male,Y015_019,2,3,2.94235905548497,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,male,Y015_024,2,3,2.94235905548497,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,male,Y015_049,4,13,11.9082380780157,0.120897379866222,0.10722874936625,0.018680873528661,0.498369609726979
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,male,Y025_029,3,6,5.67348122924164,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,male,Y025_034,4,8,7.35255648163596,0.20023913420337,0.186937480607819,0.024778418779159,0.71158424047593
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,male,Y030_034,2,2,1.85330938894315,0.64066861135285,0.326241386584754,0.099816841130056,0.96629411831762
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,male,Y035_039,2,2,1.7020216823693,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,male,Y035_049,2,2,1.7020216823693,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,male,Y050_054,1,1,1,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,female,Y015_024,3,5,4.78658572323636,0.246660530177352,0.158660139853044,0.057866832447132,0.635757279245477
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,female,Y015_049,4,14,12.9841609767705,0.207149568540228,0.124457382702693,0.055860172744222,0.535698060479425
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,female,Y020_024,3,5,4.78658572323636,0.246660530177352,0.158698850120231,0.057844576428259,0.635851824997706
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,female,Y025_029,3,4,3.83263498870299,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,female,Y025_034,4,7,6.24246670161126,0.244051588907759,0.214363131161196,0.032049008674682,0.758912802299075
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,female,Y030_034,2,3,2.47902414680682,0.54943701303686,0.350759462663174,0.070524776441139,0.951452570057336
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,female,Y035_049,2,2,1.96076573178411,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_21,,all,female,Y040_044,2,2,1.96076573178411,0,0,NA,NA
prevalence,MWI2004DHS,CY2004Q4,MWI_4_22,,all,both,Y015_019,23,63,53.6780571474257,0.062020475814988,0.03003300804011,0.023473747260704,0.153890419410496
prevalence,MWI2004DHS,CY2004Q4,MWI_4_22,,all,both,Y015_024,30,140,120.466290066908,0.110004857557493,0.030037109570053,0.063446300267484,0.184016308409646
prevalence,MWI2004DHS,CY2004Q4,MWI_4_22,,all,both,Y015_049,33,323,278.935860509139,0.182164647332446,0.030550385426428,0.129694157318381,0.249770895314788
prevalence,MWI2004DHS,CY2004Q4,MWI_4_22,,all,both,Y020_024,29,77,66.8034731730312,0.149442784821937,0.041665054134097,0.084599651537235,0.250391611354198
prevalence,MWI2004DHS,CY2004Q4,MWI_4_22,,all,both,Y025_029,26,76,66.8676806417855,0.219263448114838,0.0500162254801,0.136742613073207,0.332407764637057
prevalence,MWI2004DHS,CY2004Q4,MWI_4_22,,all,both,Y025_034,32,116,100.220650515807,0.241392040363576,0.042230263051448,0.168393536747819,0.333350492447225
prevalence,MWI2004DHS,CY2004Q4,MWI_4_22,,all,both,Y030_034,23,40,34.1347423104773,0.277536987721447,0.073073254480771,0.158291620254401,0.439687740536096
prevalence,MWI2004DHS,CY2004Q4,MWI_4_22,,all,both,Y035_039,18,27,24.2543403015363,0.315860095144501,0.084246526752031,0.176974573686183,0.497813741307503
prevalence,MWI2004DHS,CY2004Q4,MWI_4_22,,all,both,Y035_049,29,67,58.4891711043219,0.234417964155342,0.053676539138646,0.145575126177826,0.354955914185592
prevalence,MWI2004DHS,CY2004Q4,MWI_4_22,,all,both,Y040_044,14,23,19.4317670799822,0.193927718175609,0.074713753814252,0.086159029383756,0.380385090796486
prevalence,MWI2004DHS,CY2004Q4,MWI_4_22,,all,both,Y045_049,15,17,15.5904761658802,0.160794083435076,0.077898540381951,0.058206417124879,0.372648218878398
prevalence,MWI2004DHS,CY2004Q4,MWI_4_22,,all,male,Y015_019,20,33,27.7119799898371,0.026710956702484,0.026248182501641,0.00377914295512,0.165654569198247
prevalence,MWI2004DHS,CY2004Q4,MWI_4_22,,all,male,Y015_024,26,62,52.217403466557,0.03830027973452,0.021600325211939,0.012460734239641,0.111663939007445
prevalence,MWI2004DHS,CY2004Q4,MWI_4_22,,all,male,Y015_049,33,144,122.135360092437,0.101519496836597,0.027257298333902,0.059180965390519,0.168715612339879
prevalence,MWI2004DHS,CY2004Q4,MWI_4_22,,all,male,Y020_024,21,29,24.548756450592,0.052161919322977,0.034258275392424,0.013954333115222,0.17628111398153
prevalence,MWI2004DHS,CY2004Q4,MWI_4_22,,all,male,Y025_029,21,33,28.7036970277695,0.080009002493726,0.039172977838692,0.029733632753915,0.197949816519182
prevalence,MWI2004DHS,CY2004Q4,MWI_4_22,,all,male,Y025_034,28,55,47.0814957876234,0.153711744938838,0.05285525745809,0.075708036738306,0.287118895284133
